date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:15:29	255/255	---M--	200	added ('OK')	text/css	etag:%2260f74358-ff%22	https://www.womenshealth.gov/core/modules/system/css/components/system-status-report-general-info.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/core/modules/system/css/components/system-status-report-general-infoa44e.css	(from https://www.womenshealth.gov/)
06:15:30	1832/1832	---MCZ	200	added ('OK')	text/css	etag:W/%2260f74358-728%22	https://www.womenshealth.gov/core/modules/system/css/components/tabledrag.module.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/core/modules/system/css/components/tabledrag.modulea44e.css	(from https://www.womenshealth.gov/)
06:15:30	365/365	---M--	200	added ('OK')	text/css	etag:%2260f74358-16d%22	https://www.womenshealth.gov/core/modules/system/css/components/tablesort.module.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/core/modules/system/css/components/tablesort.modulea44e.css	(from https://www.womenshealth.gov/)
06:15:30	466/466	---M--	200	added ('OK')	text/css	etag:%2260f74358-1d2%22	https://www.womenshealth.gov/core/modules/system/css/components/tree-child.module.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/core/modules/system/css/components/tree-child.modulea44e.css	(from https://www.womenshealth.gov/)
06:15:32	434/434	---M--	200	added ('OK')	text/css	etag:%2260f74358-1b2%22	https://www.womenshealth.gov/core/modules/views/css/views.module.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/core/modules/views/css/views.modulea44e.css	(from https://www.womenshealth.gov/)
06:15:32	57/57	---M--	200	added ('OK')	text/css	etag:%225ec6676a-39%22	https://www.womenshealth.gov/modules/contrib/paragraphs/css/paragraphs.unpublished.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/modules/contrib/paragraphs/css/paragraphs.unpublisheda44e.css	(from https://www.womenshealth.gov/)
06:15:32	439005/439005	---MCZ	200	added ('OK')	text/css	etag:W/%226101d8b6-6b2dd%22	https://www.womenshealth.gov/themes/custom/owh_uswds/css/styles.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/css/stylesa44e.css	(from https://www.womenshealth.gov/)
06:15:32	3145/3145	---MCZ	200	added ('OK')	text/css	etag:W/%226101d81f-c49%22	https://www.womenshealth.gov/themes/custom/owh_uswds/js/slick-1.8.1/slick-theme.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/js/slick-1.8.1/slick-themea44e.css	(from https://www.womenshealth.gov/)
06:15:33	1776/1776	---MCZ	200	added ('OK')	text/css	etag:W/%226101d81d-6f0%22	https://www.womenshealth.gov/themes/custom/owh_uswds/js/slick-1.8.1/slick.css?qwz7vs	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/js/slick-1.8.1/slicka44e.css	(from https://www.womenshealth.gov/)
06:15:33	2657/2657	---M--	200	added ('OK')	image/png	etag:%226101d820-a61%22	https://www.womenshealth.gov/themes/custom/owh_uswds/assets/img/favicons/favicon-57.png	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/assets/img/favicons/favicon-57.png	(from https://www.womenshealth.gov/)
06:15:33	800/800	---M--	200	added ('OK')	image/svg+xml	etag:%226101d81e-320%22	https://www.womenshealth.gov/themes/custom/owh_uswds/assets/img/icon-dot-gov.svg	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/assets/img/icon-dot-gov.svg	(from https://www.womenshealth.gov/)
06:15:33	720/720	---M--	200	added ('OK')	image/svg+xml	etag:%226101d820-2d0%22	https://www.womenshealth.gov/themes/custom/owh_uswds/assets/img/icon-https.svg	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/assets/img/icon-https.svg	(from https://www.womenshealth.gov/)
06:15:35	495/495	---M--	200	added ('OK')	image/svg+xml	etag:%226101d81c-1ef%22	https://www.womenshealth.gov/themes/custom/owh_uswds/assets/img/close.svg	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/assets/img/close.svg	(from https://www.womenshealth.gov/)
06:15:35	7405/7405	---M--	200	added ('OK')	image/png	etag:%226101d81d-1ced%22	https://www.womenshealth.gov/themes/custom/owh_uswds/assets/img/layout/owh-logo.png	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/assets/img/layout/owh-logo.png	(from https://www.womenshealth.gov/)
06:15:35	3584/3584	---M--	200	added ('OK')	image/png	etag:%226101d81f-e00%22	https://www.womenshealth.gov/themes/custom/owh_uswds/assets/img/home_icon.png	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/themes/custom/owh_uswds/assets/img/home_icon.png	(from https://www.womenshealth.gov/)
06:15:35	60325/60325	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2020:17:55%20GMT	https://www.womenshealth.gov/getting-active	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/getting-active.html	(from https://www.womenshealth.gov/)
06:15:36	60407/60407	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2015:25:52%20GMT	https://www.womenshealth.gov/healthy-eating	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/healthy-eating.html	(from https://www.womenshealth.gov/)
06:15:36	58692/58692	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:15:36%20GMT	https://www.womenshealth.gov/healthy-living-age	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/healthy-living-age.html	(from https://www.womenshealth.gov/)
06:15:38	62170/62170	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2006:35:16%20GMT	https://www.womenshealth.gov/healthy-weight	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/healthy-weight.html	(from https://www.womenshealth.gov/)
06:15:38	64269/64269	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2005:46:42%20GMT	https://www.womenshealth.gov/mental-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health.html	(from https://www.womenshealth.gov/)
06:15:46	73358/73358	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2022:16:03%20GMT	https://www.womenshealth.gov/a-z-topics/caregiver-stress	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/caregiver-stress.html	(from https://www.womenshealth.gov/)
06:15:47	76674/76674	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:15:47%20GMT	https://www.womenshealth.gov/a-z-topics/folic-acid	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/folic-acid.html	(from https://www.womenshealth.gov/)
06:15:47	77621/77621	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:06:12%20GMT	https://www.womenshealth.gov/healthy-eating/how-eat-health/heart-healthy-eating	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/healthy-eating/how-eat-health/heart-healthy-eating.html	(from https://www.womenshealth.gov/)
06:15:48	78217/78217	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2010:29:19%20GMT	https://www.womenshealth.gov/a-z-topics/iron-deficiency-anemia	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/iron-deficiency-anemia.html	(from https://www.womenshealth.gov/)
06:15:49	82743/82743	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:15:49%20GMT	https://www.womenshealth.gov/mental-health/good-mental-health/stress-and-your-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/good-mental-health/stress-and-your-health.html	(from https://www.womenshealth.gov/)
06:15:50	57979/57979	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2017:20:05%20GMT	https://www.womenshealth.gov/cancer	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/cancer.html	(from https://www.womenshealth.gov/)
06:15:50	78554/78554	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:15:50%20GMT	https://www.womenshealth.gov/a-z-topics/	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/index.html	(from https://www.womenshealth.gov/)
06:15:59	56991/56991	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2006:54:05%20GMT	https://www.womenshealth.gov/heart-disease-and-stroke	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/heart-disease-and-stroke.html	(from https://www.womenshealth.gov/)
06:15:59	60484/60484	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2008:57:24%20GMT	https://www.womenshealth.gov/hiv-and-aids	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/hiv-and-aids.html	(from https://www.womenshealth.gov/)
06:16:00	74184/74184	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:15:59%20GMT	https://www.womenshealth.gov/human-papillomavirus	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/human-papillomavirus.html	(from https://www.womenshealth.gov/)
06:16:01	61559/61559	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2020:13:54%20GMT	https://www.womenshealth.gov/lupus	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/lupus.html	(from https://www.womenshealth.gov/)
06:16:01	101032/101032	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2020:07:46%20GMT	https://www.womenshealth.gov/a-z-topics/autoimmune-diseases	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/autoimmune-diseases.html	(from https://www.womenshealth.gov/)
06:16:02	67461/67461	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:01%20GMT	https://www.womenshealth.gov/a-z-topics/carpal-tunnel-syndrome	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/carpal-tunnel-syndrome.html	(from https://www.womenshealth.gov/)
06:16:02	89641/89641	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:02%20GMT	https://www.womenshealth.gov/mental-health/mental-health-conditions/depression	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/mental-health/mental-health-conditions/depression.html	(from https://www.womenshealth.gov/)
06:16:04	64357/64357	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2007:04:20%20GMT	https://www.womenshealth.gov/a-z-topics/irritable-bowel-syndrome	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/irritable-bowel-syndrome.html	(from https://www.womenshealth.gov/)
06:16:04	80987/80987	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2022:56:22%20GMT	https://www.womenshealth.gov/a-z-topics/migraine	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/migraine.html	(from https://www.womenshealth.gov/)
06:16:04	89935/89935	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2009:42:04%20GMT	https://www.womenshealth.gov/a-z-topics/thyroid-disease	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/thyroid-disease.html	(from https://www.womenshealth.gov/)
06:16:04	70372/70372	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2006:47:56%20GMT	https://www.womenshealth.gov/a-z-topics/urinary-tract-infections	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/urinary-tract-infections.html	(from https://www.womenshealth.gov/)
06:16:04	60995/60995	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2011:35:22%20GMT	https://www.womenshealth.gov/breastfeeding	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/breastfeeding.html	(from https://www.womenshealth.gov/)
06:16:05	64930/64930	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2020:15:50%20GMT	https://www.womenshealth.gov/relationships-and-safety	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/relationships-and-safety.html	(from https://www.womenshealth.gov/)
06:16:05	62852/62852	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2021:05:48%20GMT	https://www.womenshealth.gov/menopause	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/menopause.html	(from https://www.womenshealth.gov/)
06:16:06	61353/61353	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2015:10:40%20GMT	https://www.womenshealth.gov/menstrual-cycle	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/menstrual-cycle.html	(from https://www.womenshealth.gov/)
06:16:06	65468/65468	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2021:33:03%20GMT	https://www.womenshealth.gov/ovulation-calculator	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/ovulation-calculator.html	(from https://www.womenshealth.gov/)
06:16:07	59300/59300	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2013:40:15%20GMT	https://www.womenshealth.gov/pregnancy	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/pregnancy.html	(from https://www.womenshealth.gov/)
06:16:07	68761/68761	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2022:05:16%20GMT	https://www.womenshealth.gov/a-z-topics/bacterial-vaginosis	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/bacterial-vaginosis.html	(from https://www.womenshealth.gov/)
06:16:07	89441/89441	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2017:43:21%20GMT	https://www.womenshealth.gov/a-z-topics/birth-control-methods	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/birth-control-methods.html	(from https://www.womenshealth.gov/)
06:16:08	50663/50663	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Aug%202021%2013:16:07%20GMT	https://www.womenshealth.gov/a-z-topics/human-papillomavirus	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/human-papillomavirus	(from https://www.womenshealth.gov/)
06:16:09	77206/77206	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2010:23:25%20GMT	https://www.womenshealth.gov/a-z-topics/infertility	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/infertility.html	(from https://www.womenshealth.gov/)
06:16:09	77309/77309	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2000:13:55%20GMT	https://www.womenshealth.gov/a-z-topics/polycystic-ovary-syndrome	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/polycystic-ovary-syndrome.html	(from https://www.womenshealth.gov/)
06:16:10	75215/75215	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2008:14:02%20GMT	https://www.womenshealth.gov/a-z-topics/sexually-transmitted-infections	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/sexually-transmitted-infections.html	(from https://www.womenshealth.gov/)
06:16:10	75699/75699	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2011:55:30%20GMT	https://www.womenshealth.gov/a-z-topics/uterine-fibroids	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/uterine-fibroids.html	(from https://www.womenshealth.gov/)
06:16:10	72709/72709	---MC-	200	added ('OK')	text/html	date:Sun,%2001%20Aug%202021%2016:35:53%20GMT	https://www.womenshealth.gov/a-z-topics/vaginal-yeast-infections	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/a-z-topics/vaginal-yeast-infections.html	(from https://www.womenshealth.gov/)
06:16:11	62515/62515	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:10%20GMT	https://www.womenshealth.gov/patient-materials/health-topic	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic.html	(from https://www.womenshealth.gov/)
06:16:13	59678/59678	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:13%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/autoimmune-diseases	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/autoimmune-diseases.html	(from https://www.womenshealth.gov/)
06:16:14	70261/70261	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:13%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/breastfeeding	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/breastfeeding.html	(from https://www.womenshealth.gov/)
06:16:18	59271/59271	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:18%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/cancer	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/cancer.html	(from https://www.womenshealth.gov/)
06:16:19	61073/61073	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:19%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/fitness-and-nutrition	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/fitness-and-nutrition.html	(from https://www.womenshealth.gov/)
06:16:19	59422/59422	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:19%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/heart-disease-and-stroke	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/heart-disease-and-stroke.html	(from https://www.womenshealth.gov/)
06:16:20	58597/58597	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:19%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/hiv-and-aids	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/hiv-and-aids.html	(from https://www.womenshealth.gov/)
06:16:22	61323/61323	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:22%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/mental-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/mental-health.html	(from https://www.womenshealth.gov/)
06:16:23	59210/59210	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:22%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/pain	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/pain.html	(from https://www.womenshealth.gov/)
06:16:23	58644/58644	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:23%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/pregnancy	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/pregnancy.html	(from https://www.womenshealth.gov/)
06:16:25	61022/61022	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:24%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/reproductive-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/reproductive-health.html	(from https://www.womenshealth.gov/)
06:16:25	59632/59632	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:25%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/sexual-health	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/sexual-health.html	(from https://www.womenshealth.gov/)
06:16:26	62141/62141	---MC-	200	added ('OK')	text/html	date:Mon,%2002%20Aug%202021%2013:16:26%20GMT	https://www.womenshealth.gov/patient-materials/health-topic/sexually-transmitted-infections	C:/Users/Abduljelil/3D%20Objects/h/health/www.womenshealth.gov/patient-materials/health-topic/sexually-transmitted-infections.html	(from https://www.womenshealth.gov/)
